DOID,Disease_Name,Chemical_Name,Chemical_ID,Direct_Evidence,PubMed_IDs
DOID:1909,Melanoma,Famotidine,D015738,therapeutic,17105418|18298334|18999936|19243244|20423231
DOID:13548,"Parkinson Disease, Secondary",Famotidine,D015738,therapeutic,20310030
DOID:750,Peptic Ulcer,Famotidine,D015738,therapeutic,15943850|15943856|15955208|17523774|19837071
DOID:76,Stomach Diseases,Famotidine,D015738,therapeutic,19728013
DOID:10808,Stomach Ulcer,Famotidine,D015738,therapeutic,10780873|10825801|11943947|12503773|16437673|16918888|17287897|17378382|17603938|17717918|17895592|18726076|18853145|18947477|19034656|19251492|19497431|20358002|20723003|21072898|21073372
DOID:2355,Anemia,"fanasil, pyrimethamine drug combination",C001205,therapeutic,18008242|20595482
DOID:12365,Malaria,"fanasil, pyrimethamine drug combination",C001205,therapeutic,15934850|16012293|17617910|18008240|18008241|18008242|20194698|3371193|6335683|7325735
DOID:14067,"Malaria, Falciparum","fanasil, pyrimethamine drug combination",C001205,therapeutic,18154655|3125918
DOID:5353,Colonic Diseases,Farnesol,D005204,therapeutic,21453689
DOID:1909,Melanoma,farnesylthiosalicylic acid,C093323,therapeutic,12535206
DOID:3454,Brain Infarction,fasudil,C049347,therapeutic,20493175
DOID:12930,"Cardiomyopathy, Dilated",fasudil,C049347,therapeutic,22465603
DOID:12932,Endomyocardial Fibrosis,fasudil,C049347,therapeutic,22465603
DOID:576,Proteinuria,fasudil,C049347,therapeutic,16452496|20037814
DOID:13100,"Vasospasm, Intracranial",fasudil,C049347,therapeutic,19057314
DOID:557,Kidney Diseases,"Fatty Acids, Essential",D005228,therapeutic,2212002
DOID:1936,Atherosclerosis,"Fatty Acids, Omega-3",D015525,therapeutic,19092644
DOID:1094,Attention Deficit Disorder with Hyperactivity,"Fatty Acids, Omega-3",D015525,therapeutic,18448859
DOID:12849,Autistic Disorder,"Fatty Acids, Omega-3",D015525,therapeutic,16920077
DOID:3363,Coronary Artery Disease,"Fatty Acids, Omega-3",D015525,therapeutic,20117379
DOID:0000000,Gallbladder Diseases,"Fatty Acids, Omega-3",D015525,therapeutic,18518811
DOID:6000,Heart Failure,"Fatty Acids, Omega-3",D015525,therapeutic,20819430
DOID:4195,Hyperglycemia,"Fatty Acids, Omega-3",D015525,therapeutic,12123627
DOID:1459,Hypothyroidism,"Fatty Acids, Omega-3",D015525,therapeutic,18518811
DOID:557,Kidney Diseases,"Fatty Acids, Omega-3",D015525,therapeutic,16898265
DOID:5844,Myocardial Infarction,"Fatty Acids, Omega-3",D015525,therapeutic,17275273
DOID:3602,Neurotoxicity Syndromes,"Fatty Acids, Omega-3",D015525,therapeutic,15648056
DOID:2237,Hepatitis,"Fatty Acids, Unsaturated",D005231,therapeutic,15135151
DOID:10808,Stomach Ulcer,"Fatty Acids, Unsaturated",D005231,therapeutic,10780873
DOID:5295,Intestinal Diseases,"Fatty Acids, Volatile",D005232,therapeutic,10103207
DOID:169,Neuroendocrine Tumors,FDE protocol,C113337,therapeutic,12056713
DOID:10718,Giardiasis,febantel,C017309,therapeutic,18661153|19575233|19575234
DOID:3030,"Adenocarcinoma, Mucinous",FEC protocol,C052498,therapeutic,19786053
DOID:1612,Breast Neoplasms,FEC protocol,C052498,therapeutic,11157009|12196364|12525522|15284257|15507178|15970926|16682728|17145825|17430667|19786053|8032707|9093724|9348573
DOID:3908,"Carcinoma, Non-Small-Cell Lung",Feitai,C500582,therapeutic,22311406
DOID:2316,Brain Ischemia,felbamate,C047360,therapeutic,8232947|8685935
DOID:2234,"Epilepsies, Partial",felbamate,C047360,therapeutic,11518421|1944909
DOID:1826,Epilepsy,felbamate,C047360,therapeutic,7705426|8667248|8848816|8854308|8968330|9169285
DOID:2548,"Epilepsy, Reflex",felbamate,C047360,therapeutic,7713059
DOID:0050561,"Epileptic encephalopathy, Lennox-Gastaut type",felbamate,C047360,therapeutic,10215667
DOID:2349,Arteriosclerosis,Felodipine,D015736,therapeutic,18287887
DOID:3393,Coronary Disease,Felodipine,D015736,therapeutic,18504504
DOID:5082,Fibrosis,Felodipine,D015736,therapeutic,18504504
DOID:6000,Heart Failure,Felodipine,D015736,therapeutic,1763537
DOID:10763,Hypertension,Felodipine,D015736,therapeutic,10212340|10803861|11074327|11416610|11923811|12556654|1684748|1714023|17341540|17404163|1763537|1981681|2006994|2291869|2444797|2455107|2459541|2671617|2856695|2856769|2859185|2894973|2931282|3069435|3282893|3327681|3789464|3886357|3921338|7789292|7982251|8199724|8213511|8369003|8466725|8861549|8872852|8913546|9038037|9179393|9702927|9744143|9894374
DOID:1591,"Hypertension, Renovascular",Felodipine,D015736,therapeutic,1614060
DOID:11832,Seizures,Felodipine,D015736,therapeutic,9662735
DOID:9065,Leishmaniasis,fenarimol,C033789,therapeutic,18372651
DOID:456,Ascariasis,Fenbendazole,D005273,therapeutic,21499750
DOID:0000000,Gallbladder Diseases,Fenbendazole,D005273,therapeutic,18518811
DOID:1459,Hypothyroidism,Fenbendazole,D005273,therapeutic,18518811
DOID:7148,"Arthritis, Rheumatoid",fenclofenac,C012970,therapeutic,6419855
DOID:12849,Autistic Disorder,Fenfluramine,D005277,therapeutic,2606882|3709993|6502317
DOID:1094,Hyperkinesis,Fenfluramine,D005277,therapeutic,6288184
DOID:9970,Obesity,Fenfluramine,D005277,therapeutic,10440587|10509604|10574509|1124579|1233823|12357124|17146452|4118627|4119946|4414229|4895336|5039550|5460561|6130379|6753613|9183245|9270617|9688104
DOID:3363,Coronary Artery Disease,Fenofibrate,D011345,therapeutic,16511610
DOID:8947,Diabetic Retinopathy,Fenofibrate,D011345,therapeutic,20580385
DOID:9452,Fatty Liver,Fenofibrate,D011345,therapeutic,17201732
DOID:13189,Gout,Fenofibrate,D011345,therapeutic,12759298|16913436
DOID:13809,"Hyperlipidemia, Familial Combined",Fenofibrate,D011345,therapeutic,3760707
DOID:1168,Hyperlipidemias,Fenofibrate,D011345,therapeutic,16226225|16913436|2041914|9110123
DOID:1168,Hyperlipoproteinemias,Fenofibrate,D011345,therapeutic,20855072
DOID:13810,Hyperlipoproteinemia Type II,Fenofibrate,D011345,therapeutic,2492189|3760707
DOID:1920,Hyperuricemia,Fenofibrate,D011345,therapeutic,16913436
DOID:14221,Metabolic Syndrome X,Fenofibrate,D011345,therapeutic,12759298|16368051
DOID:11832,Seizures,Fenofibrate,D011345,therapeutic,19054409
DOID:3021,Acute Kidney Injury,Fenoldopam,D018818,therapeutic,1346161
DOID:10763,Hypertension,Fenoldopam,D018818,therapeutic,2903190
DOID:7148,"Arthritis, Rheumatoid",Fenoprofen,D005279,therapeutic,4270280|4590669|503131|6699841|6803950
DOID:8398,Osteoarthritis,Fenoprofen,D005279,therapeutic,6803950|7009135|7121704
DOID:7147,"Spondylitis, Ankylosing",Fenoprofen,D005279,therapeutic,6803950
DOID:2841,Asthma,Fenoterol,D005280,therapeutic,2951826|6248395|8968295
DOID:1176,Bronchial Diseases,Fenoterol,D005280,therapeutic,6340564
DOID:1176,Bronchial Spasm,Fenoterol,D005280,therapeutic,19462961
DOID:6000,Heart Failure,Fenoterol,D005280,therapeutic,17961425
DOID:780,Pregnancy Complications,Fenoterol,D005280,therapeutic,6908869
DOID:3083,"Pulmonary Disease, Chronic Obstructive","fenoterol, ipratropium drug combination",C030809,therapeutic,2951798
DOID:6432,"Hypertension, Pulmonary",Fentanyl,D005283,therapeutic,717752
DOID:13250,Diarrhea,fepradinol,C078462,therapeutic,7907874
DOID:11758,"Anemia, Iron-Deficiency",Ferric Compounds,D005290,therapeutic,17375513
DOID:557,Kidney Diseases,ferric gluconate,C035552,therapeutic,17699372
DOID:2355,Anemia,"ferric oxide, saccharated",C008169,therapeutic,11273875
DOID:557,Kidney Diseases,"ferric oxide, saccharated",C008169,therapeutic,17699372
DOID:11758,"Anemia, Iron-Deficiency",ferric pyrophosphate,C049051,therapeutic,16881929
DOID:2355,Anemia,ferric-sorbitol-citrate,C421458,therapeutic,17257079
DOID:11758,"Anemia, Iron-Deficiency",ferrous fumarate,C031621,therapeutic,16881929
DOID:2355,Anemia,ferrous sulfate,C020748,therapeutic,20051288
DOID:1724,Duodenal Ulcer,ferrous sulfate,C020748,therapeutic,2899203
DOID:76,Stomach Diseases,ferruginol,C431074,therapeutic,18237473
DOID:1936,Atherosclerosis,ferulic acid,C004999,therapeutic,20573577
DOID:1909,Melanoma,ferulic acid,C004999,therapeutic,20685355
DOID:5844,Myocardial Infarction,ferulic acid,C004999,therapeutic,16444596|16635105
DOID:3310,"Dermatitis, Atopic",fexofenadine,C093230,therapeutic,17133778
DOID:1205,Hypersensitivity,fexofenadine,C093230,therapeutic,17910814
DOID:4483,Rhinitis,fexofenadine,C093230,therapeutic,19672097
DOID:4481,"Rhinitis, Allergic, Seasonal",fexofenadine,C093230,therapeutic,12917016|15209959
DOID:11832,Seizures,fexofenadine,C093230,therapeutic,20012267
DOID:1555,Urticaria,fexofenadine,C093230,therapeutic,10831005
DOID:7725,"Epilepsy, Tonic-Clonic",FG 9041,C056723,therapeutic,16962142
DOID:1936,Atherosclerosis,Fibric Acids,D058607,therapeutic,10680050
DOID:3393,Coronary Disease,Fibric Acids,D058607,therapeutic,15653014|17658632
DOID:1168,Hyperlipidemias,Fibric Acids,D058607,therapeutic,10680050|11485144|17499714|17658632|7869854
DOID:1168,Hyperlipoproteinemias,Fibric Acids,D058607,therapeutic,15235728|20831686
DOID:13810,Hyperlipoproteinemia Type II,Fibric Acids,D058607,therapeutic,11123853
DOID:3145,Hyperlipoproteinemia Type III,Fibric Acids,D058607,therapeutic,12506591
DOID:12236,"Liver Cirrhosis, Biliary",Fibric Acids,D058607,therapeutic,12126966
DOID:14221,Metabolic Syndrome X,Fibric Acids,D058607,therapeutic,10680050
DOID:1074,Renal Insufficiency,Fibric Acids,D058607,therapeutic,10680050
DOID:3525,"Infarction, Middle Cerebral Artery",Fibrinolytic Agents,D005343,therapeutic,11706099
DOID:4193,Intracranial Thrombosis,Fibrinolytic Agents,D005343,therapeutic,18679392
DOID:557,Kidney Diseases,Fibrinolytic Agents,D005343,therapeutic,9649269
DOID:5844,Myocardial Infarction,Fibrinolytic Agents,D005343,therapeutic,10645301|10999580|15204172|1614602|18056026|1899364|2256448|2494454|3121335|3279722|7776599|7888893|7963391|8066937|8598594|9062095|9367107
DOID:1787,Pericarditis,Fibrinolytic Agents,D005343,therapeutic,7789375
DOID:2303,Stereotypic Movement Disorder,Fibrinopeptide A,D005344,therapeutic,3463941
DOID:2303,Stereotypic Movement Disorder,Fibrinopeptide B,D005345,therapeutic,3463941
DOID:3021,Acute Kidney Injury,fidarestat,C077139,therapeutic,22253906
DOID:6000,Heart Failure,fidarestat,C077139,therapeutic,22253906
DOID:1227,Neutropenia,Filgrastim,C554038,therapeutic,15597026|9434832
DOID:649,Prion Diseases,Filipin,D005372,therapeutic,11994310
DOID:987,Alopecia,Finasteride,D018120,therapeutic,11763381|12433001|12601707|15262698|16303687|17026771|19169095|20486040
DOID:1936,Atherosclerosis,fingolimod,C098720,therapeutic,20056921
DOID:7894,Mite Infestations,fipronil,C082360,therapeutic,16884176
DOID:9452,Fatty Liver,Fish Oils,D005395,therapeutic,18620774
DOID:1168,Hyperlipidemias,Fish Oils,D005395,therapeutic,15752949
DOID:10763,Hypertension,Fish Oils,D005395,therapeutic,8471231
DOID:557,Kidney Diseases,Fish Oils,D005395,therapeutic,12883183|22019697
DOID:5844,Myocardial Infarction,Fish Oils,D005395,therapeutic,12635694
DOID:576,Proteinuria,Fish Oils,D005395,therapeutic,7977444
DOID:6000,Heart Failure,FK 664,C062761,therapeutic,1386131
DOID:9119,"Leukemia, Myeloid, Acute",FLAG protocol,C087490,therapeutic,9003155
DOID:1612,Breast Neoplasms,Flavones,D047309,therapeutic,20674374
DOID:6000,Heart Failure,Flavones,D047309,therapeutic,11038904
DOID:9261,Nasopharyngeal carcinoma,Flavones,D047309,therapeutic,20674374
DOID:114,Heart Diseases,Flavonoids,D005419,therapeutic,11425487
DOID:10763,Hypertension,Flavonoids,D005419,therapeutic,19627010
DOID:3394,Myocardial Ischemia,Flavonoids,D005419,therapeutic,20518309
DOID:5844,Myocardial Infarction,Flecainide,D005424,therapeutic,3105568
DOID:384,Wolff-Parkinson-White Syndrome,Flecainide,D005424,therapeutic,3830711
DOID:6132,Bronchitis,Fleroxacin,D016576,therapeutic,7868853
DOID:10763,Hypertension,flesinoxan,C056895,therapeutic,7906241
DOID:1612,Breast Neoplasms,FLLL 32,C548902,therapeutic,20215512
DOID:3247,Rhabdomyosarcoma,FLLL 32,C548902,therapeutic,21109950
DOID:9470,"Meningitis, Bacterial",Floxacillin,D005436,therapeutic,17554568
DOID:874,"Pneumonia, Bacterial",Floxacillin,D005436,therapeutic,17661075
DOID:3119,Gastrointestinal Neoplasms,Floxuridine,D005467,therapeutic,1825358
DOID:12663,Blastomycosis,Fluconazole,D015725,therapeutic,7792710
DOID:1508,Candidiasis,Fluconazole,D015725,therapeutic,1291872|16283214|16538979|16940972|2101860|7901556
DOID:14262,"Candidiasis, Oral",Fluconazole,D015725,therapeutic,1671969|9402409|9665308
DOID:12053,Cryptococcosis,Fluconazole,D015725,therapeutic,1558095
DOID:0050486,Exanthema,Fluconazole,D015725,therapeutic,10466905
DOID:557,Kidney Diseases,Fluconazole,D015725,therapeutic,17580253
DOID:8283,Peritonitis,Fluconazole,D015725,therapeutic,7566587
DOID:9060,Tinea Versicolor,Fluconazole,D015725,therapeutic,12060505
DOID:2531,Hematologic Neoplasms,fludarabine,C024352,therapeutic,18626885
DOID:1240,Leukemia,fludarabine,C024352,therapeutic,15501959|18852132
DOID:9119,"Leukemia, Myeloid, Acute",fludarabine,C024352,therapeutic,12780785|15279668|7528855|8394169
DOID:9080,Waldenstrom Macroglobulinemia,fludarabine,C024352,therapeutic,10721776|18347188
DOID:1067,"Glaucoma, Open-Angle",Flufenamic Acid,D005439,therapeutic,12446362
DOID:864,Phlebitis,fluindione,C017673,therapeutic,16221711
DOID:331,Central Nervous System Diseases,Flumazenil,D005442,therapeutic,12411920
DOID:8645,Delirium,Flumazenil,D005442,therapeutic,12609649|18460520
DOID:8619,Disorders of Excessive Somnolence,Flumazenil,D005442,therapeutic,11422855
DOID:543,Dystonia,Flumazenil,D005442,therapeutic,2108778
DOID:1826,Epilepsy,Flumazenil,D005442,therapeutic,8325278
DOID:8927,Learning Disorders,Flumazenil,D005442,therapeutic,12845416
DOID:9207,Myoclonus,Flumazenil,D005442,therapeutic,11349753
DOID:11162,Respiratory Insufficiency,Flumazenil,D005442,therapeutic,1391357
DOID:3021,Acute Kidney Injury,Flunarizine,D005444,therapeutic,21058009
DOID:2316,Brain Ischemia,Flunarizine,D005444,therapeutic,2076755|2767131
DOID:2237,Hepatitis,Flunarizine,D005444,therapeutic,2325253
DOID:1094,Hyperkinesis,Flunarizine,D005444,therapeutic,15290004
DOID:6364,Migraine Disorders,Flunarizine,D005444,therapeutic,1393843|15290004|18803445|19708964|3893736|8869768|8880046
DOID:2951,Motion Sickness,Flunarizine,D005444,therapeutic,1613127
DOID:1074,Renal Insufficiency,Flunarizine,D005444,therapeutic,21058009
DOID:11832,Seizures,Flunarizine,D005444,therapeutic,10456426|1242663|7967231|9844417
DOID:2841,Asthma,flunisolide,C007734,therapeutic,16696591
DOID:999,Eosinophilia,flunisolide,C007734,therapeutic,16111148
DOID:1470,"Depressive Disorder, Major",Flunitrazepam,D005445,therapeutic,10353456
DOID:10763,Hypertension,Flunitrazepam,D005445,therapeutic,7095
DOID:11832,Seizures,Flunitrazepam,D005445,therapeutic,6130832|6498581
DOID:3310,"Dermatitis, Atopic",Fluocinonide,D005447,therapeutic,11692113
DOID:1555,Urticaria,Fluocortolone,D005448,therapeutic,17162415
DOID:5844,Myocardial Infarction,Fluorenes,D005449,therapeutic,20724803
DOID:3394,Myocardial Ischemia,Fluorenes,D005449,therapeutic,20724803
DOID:2316,Brain Ischemia,Fluorocarbons,D005466,therapeutic,6799378
DOID:13774,Addison Disease,Fludrocortisone,D005438,therapeutic,9816363
DOID:986,Alopecia Areata,Fludrocortisone,D005438,therapeutic,4422330
DOID:13027,"Amnesia, Transient Global",Fludrocortisone,D005438,therapeutic,18349207
DOID:14330,Parkinson Disease,Fludrocortisone,D005438,therapeutic,6497767
DOID:4752,Shy-Drager Syndrome,Fludrocortisone,D005438,therapeutic,4740571
DOID:1508,Candidiasis,Flucytosine,D005437,therapeutic,10741637|2287538|2313137
DOID:557,Kidney Diseases,Flucytosine,D005437,therapeutic,1482135
DOID:8283,Peritonitis,Flucytosine,D005437,therapeutic,7566587
DOID:1826,Epilepsy,Fluorofelbamate,C518913,therapeutic,19787095
DOID:401,"Tuberculosis, Multidrug-Resistant",Fluoroquinolones,D024841,therapeutic,18359074
DOID:1612,Breast Neoplasms,Fluorouracil,D005472,therapeutic,10811482|11135211|11410695|12452452|12523579|12635664|12702522|15136595|1573414|16110121|16557594|16595493|1727913|17348454|18357371|18608205|19217205|1960555|19706800|21147693|2910423|3922612|3937066|470088|6603024|6871106|7491579|7715910|7863453|9071336|9193323|9193324|9332695|9348573|9390207|9816034|9849468
DOID:5050,"Carcinoma, Ehrlich Tumor",Fluorouracil,D005472,therapeutic,21056033
DOID:3908,"Carcinoma, Non-Small-Cell Lung",Fluorouracil,D005472,therapeutic,2547505
DOID:1749,"Carcinoma, Squamous Cell",Fluorouracil,D005472,therapeutic,11148247|16280240|16757204|17066447|17207318|18591164|18986760|19928967|21291546|7074557|7379025
DOID:11168,Condylomata Acuminata,Fluorouracil,D005472,therapeutic,1893363|855066
DOID:3119,Gastrointestinal Neoplasms,Fluorouracil,D005472,therapeutic,12014219|12771914|15272225|20570612|2236732|4549322|6639859|6796250|8518040|8712831
DOID:11111,Hydronephrosis,Fluorouracil,D005472,therapeutic,2996749
DOID:8866,"Keratosis, Actinic",Fluorouracil,D005472,therapeutic,17001184|19528421|7425651
DOID:263,Kidney Neoplasms,Fluorouracil,D005472,therapeutic,16985049
DOID:9261,Nasopharyngeal Neoplasms,Fluorouracil,D005472,therapeutic,16905756|17697552|21786012|21941485
DOID:2394,Ovarian Neoplasms,Fluorouracil,D005472,therapeutic,2119878
DOID:9036,Parotid Neoplasms,Fluorouracil,D005472,therapeutic,6603024
DOID:76,Stomach Diseases,Fluorouracil,D005472,therapeutic,15949589
DOID:8649,Tongue Neoplasms,Fluorouracil,D005472,therapeutic,16280240|9087294
DOID:363,Uterine Neoplasms,Fluorouracil,D005472,therapeutic,6603024
DOID:1612,Breast Neoplasms,Fluosol-DA,C017323,therapeutic,3365649
DOID:670,Amphetamine-Related Disorders,Fluoxetine,D005473,therapeutic,10911936|11377919|17105925
DOID:12849,Autistic Disorder,Fluoxetine,D005473,therapeutic,15246500|18775368|19232924
DOID:12129,Bulimia,Fluoxetine,D005473,therapeutic,15478135
DOID:12129,Bulimia Nervosa,Fluoxetine,D005473,therapeutic,11772696|9472839
DOID:12995,Conduct Disorder,Fluoxetine,D005473,therapeutic,12046001
DOID:1826,Epilepsy,Fluoxetine,D005473,therapeutic,12632110|20707986
DOID:9976,Heroin Dependence,Fluoxetine,D005473,therapeutic,19150250
DOID:224,"Ischemic Attack, Transient",Fluoxetine,D005473,therapeutic,17328894
DOID:3635,"Myasthenic Syndromes, Congenital",Fluoxetine,D005473,therapeutic,12771277
DOID:9970,Obesity,Fluoxetine,D005473,therapeutic,17146452|9118819|9183245|9437392|9625413
DOID:3388,Periodontal Diseases,Fluoxetine,D005473,therapeutic,21966942
DOID:11870,Pick Disease of the Brain,Fluoxetine,D005473,therapeutic,8041377
DOID:727,Premenstrual Syndrome,Fluoxetine,D005473,therapeutic,12521737|8071300
DOID:5419,Schizophrenia,Fluoxetine,D005473,therapeutic,11910263
DOID:14115,"Shock, Septic",Fluoxetine,D005473,therapeutic,17477857
DOID:2055,"Stress Disorders, Post-Traumatic",Fluoxetine,D005473,therapeutic,11121880|12752037
DOID:11119,Tourette Syndrome,Fluoxetine,D005473,therapeutic,2057015
DOID:1612,Breast Neoplasms,Fluoxymesterone,D005474,therapeutic,12058236|7235823
DOID:1875,Erectile Dysfunction,Fluoxymesterone,D005474,therapeutic,58562
DOID:13636,Fanconi Anemia,Fluoxymesterone,D005474,therapeutic,1727362
DOID:11465,Autonomic Nervous System Diseases,fluparoxan,C065161,therapeutic,8821553
DOID:9976,Heroin Dependence,Flupenthixol,D005475,therapeutic,10481841
DOID:8566,Herpes Simplex,Flupenthixol,D005475,therapeutic,1682908
DOID:1094,Hyperkinesis,Flupenthixol,D005475,therapeutic,2725853|7498321
DOID:5419,Schizophrenia,Flupenthixol,D005475,therapeutic,1091124|4944664|8055610
DOID:1307,Dementia,flupenthixol decanoate,C007761,therapeutic,11575062
DOID:5419,Schizophrenia,flupenthixol decanoate,C007761,therapeutic,18464063|990663
DOID:1742,"Psychoses, Substance-Induced",fluperlapine,C041528,therapeutic,2864254
DOID:3312,Bipolar Disorder,Fluphenazine,D005476,therapeutic,3163740|7962691
DOID:1094,Hyperkinesis,Fluphenazine,D005476,therapeutic,1833784|7194019|7498321
DOID:5419,Schizophrenia,Fluphenazine,D005476,therapeutic,1609046|16804507|20523875|2378547|2632765|363702|4154028|4919176|6110346|6614876|6787637|7146292|7726317|8267132|8633711|918199
DOID:2055,"Stress Disorders, Post-Traumatic",Fluphenazine,D005476,therapeutic,15064916
DOID:1094,Hyperkinesis,fluphenazine depot,C011825,therapeutic,2632765|7194019
DOID:5419,Schizophrenia,fluphenazine depot,C011825,therapeutic,1091124|10928306|1487623|18204364|19776318|239663|354331|367182|3705854|38807|4920310|538087|55747|6120655|6121543|6123407|6134848|6437365|6650696|6837805|7352591|7465751|7977881|990663
DOID:1094,Hyperkinesis,fluphenazine enanthate,C017610,therapeutic,2632765|7194019
DOID:5419,Schizophrenia,fluphenazine enanthate,C017610,therapeutic,239663|2877586|4808437|5056113|5441737|6120655|990663
DOID:1094,Hyperkinesis,fluphenazine sulfoxide,C054627,therapeutic,7194019
DOID:2030,Anxiety Disorders,Flurazepam,D005479,therapeutic,8293377
DOID:0050424,Adenomatous Polyposis Coli,Flurbiprofen,D005480,therapeutic,10680582
DOID:676,"Arthritis, Juvenile Rheumatoid",Flurbiprofen,D005480,therapeutic,3560095
DOID:7148,"Arthritis, Rheumatoid",Flurbiprofen,D005480,therapeutic,3514310|3626164
DOID:10762,"Hypertension, Portal",Flurbiprofen,D005480,therapeutic,17258737
DOID:2275,Pharyngitis,Flurbiprofen,D005480,therapeutic,12011823
DOID:7147,"Spondylitis, Ankylosing",Flurbiprofen,D005480,therapeutic,4595274|4611579
DOID:5419,Schizophrenia,Fluspirilene,D005484,therapeutic,3512622|354331
DOID:421,Hair Diseases,Flutamide,D005485,therapeutic,12962443
DOID:2237,"Hepatitis, Animal",Flutamide,D005485,therapeutic,18559427
DOID:11613,Hyperandrogenism,Flutamide,D005485,therapeutic,15356085
DOID:12336,"Infertility, Male",Flutamide,D005485,therapeutic,20584762
DOID:11832,Seizures,Flutamide,D005485,therapeutic,12752460
DOID:11054,Urinary Bladder Neoplasms,Flutamide,D005485,therapeutic,8551710
DOID:2841,Asthma,fluticasone,C065382,therapeutic,11101185|11555383|11596838|11991558
DOID:6132,"Bronchitis, Chronic",fluticasone,C065382,therapeutic,17687719
DOID:2320,"Lung Diseases, Obstructive",fluticasone,C065382,therapeutic,11150940
DOID:4481,"Rhinitis, Allergic, Seasonal",fluticasone,C065382,therapeutic,8621843
DOID:2841,Asthma,"fluticasone, salmeterol drug combination",C422924,therapeutic,17654129
DOID:10763,Hypertension,flutonidine,C010227,therapeutic,7037661
DOID:1936,Atherosclerosis,fluvastatin,C065180,therapeutic,20298932|9818470
DOID:3393,Coronary Disease,fluvastatin,C065180,therapeutic,16142594
DOID:6000,Heart Failure,fluvastatin,C065180,therapeutic,18384769
DOID:1883,Hepatitis C,fluvastatin,C065180,therapeutic,17420205
DOID:1168,Hyperlipidemias,fluvastatin,C065180,therapeutic,9110123
DOID:13810,Hyperlipoproteinemia Type II,fluvastatin,C065180,therapeutic,19496270|7604807|8192170|8729588|8876936
DOID:9538,Multiple Myeloma,fluvastatin,C065180,therapeutic,16996129
DOID:5844,Myocardial Infarction,fluvastatin,C065180,therapeutic,18384769
DOID:576,Proteinuria,fluvastatin,C065180,therapeutic,16452496
DOID:10652,Alzheimer Disease,Fluvoxamine,D016666,therapeutic,20148109
DOID:2030,Anxiety Disorders,Fluvoxamine,D016666,therapeutic,11778459|19364290
DOID:12849,Autistic Disorder,Fluvoxamine,D016666,therapeutic,12607287|18775368|19232924
DOID:3312,Bipolar Disorder,Fluvoxamine,D016666,therapeutic,10440473|2107954
DOID:12129,Bulimia Nervosa,Fluvoxamine,D016666,therapeutic,15763129
DOID:1470,"Depressive Disorder, Major",Fluvoxamine,D016666,therapeutic,11765279|15800166|1583525|1600911|17026779|17474826|20025739|8889909|8986013
DOID:12139,Dysthymic Disorder,Fluvoxamine,D016666,therapeutic,10434483
DOID:3324,Mood Disorders,Fluvoxamine,D016666,therapeutic,3918993
DOID:9970,Obesity,Fluvoxamine,D016666,therapeutic,9183245
DOID:594,Panic Disorder,Fluvoxamine,D016666,therapeutic,8256637|8835705
DOID:727,Premenstrual Syndrome,Fluvoxamine,D016666,therapeutic,8698682
DOID:9091,REM Sleep Behavior Disorder,Fluvoxamine,D016666,therapeutic,17644482
DOID:2055,"Stress Disorders, Post-Traumatic",Fluvoxamine,D016666,therapeutic,11534878
DOID:0060058,Lymphoma,F-MACHOP protocol,C045849,therapeutic,1692089
DOID:12449,"Anemia, Aplastic",Folic Acid,D005492,therapeutic,12028229
DOID:583,"Anemia, Hemolytic",Folic Acid,D005492,therapeutic,5774135
DOID:718,"Anemia, Hemolytic, Autoimmune",Folic Acid,D005492,therapeutic,5694067
DOID:10923,"Anemia, Sickle Cell",Folic Acid,D005492,therapeutic,18593679
DOID:8955,"Anemia, Sideroblastic",Folic Acid,D005492,therapeutic,7986730
DOID:2349,Arteriosclerosis,Folic Acid,D005492,therapeutic,17118406
DOID:3312,Bipolar Disorder,Folic Acid,D005492,therapeutic,20636639
DOID:1612,Breast Neoplasms,Folic Acid,D005492,therapeutic,16777985
DOID:83,Cataract,Folic Acid,D005492,therapeutic,11438049
DOID:9452,"Fatty Liver, Alcoholic",Folic Acid,D005492,therapeutic,20118189
DOID:1682,"Heart Defects, Congenital",Folic Acid,D005492,therapeutic,16524890|17286298|19436079|19641857
DOID:74,Hematologic Diseases,Folic Acid,D005492,therapeutic,2891393
DOID:1094,Hyperkinesis,Folic Acid,D005492,therapeutic,20636639
DOID:10892,Hypospadias,Folic Acid,D005492,therapeutic,19270804
DOID:14067,"Malaria, Falciparum",Folic Acid,D005492,therapeutic,4922770
DOID:1909,Melanoma,Folic Acid,D005492,therapeutic,10663624
DOID:9261,Nasopharyngeal Neoplasms,Folic Acid,D005492,therapeutic,21941485
DOID:1227,Neutropenia,Folic Acid,D005492,therapeutic,16322990|3265540
DOID:10573,Osteomalacia,Folic Acid,D005492,therapeutic,4148461
DOID:5419,Schizophrenia,Folic Acid,D005492,therapeutic,16641680
DOID:9335,Scotoma,Folic Acid,D005492,therapeutic,15937433
DOID:3572,"Sinus Thrombosis, Intracranial",Folic Acid,D005492,therapeutic,18786290
DOID:3455,Stroke,Folic Acid,D005492,therapeutic,16517955|16534029
DOID:1588,Thrombocytopenia,Folic Acid,D005492,therapeutic,8958188
DOID:9965,Toxoplasmosis,Folic Acid,D005492,therapeutic,8228015
DOID:2044,Drug-Induced Liver Injury,fomepizole,C010238,therapeutic,20116195|20530232
DOID:12556,"Kidney Tubular Necrosis, Acute",fomepizole,C010238,therapeutic,20530232
