Disease_Name,DOID,Gene_Symbol
hiatus hernia,DOID:12642,IL6
hiatus hernia,DOID:12642,IL8
hiatus hernia,DOID:12642,IL10
hiatus hernia,DOID:12642,IL12B
genitourinary cancer,DOID:1265,CDKN2A
genitourinary cancer,DOID:1265,CYP2C8
genitourinary cancer,DOID:1265,CYP3A4
genitourinary cancer,DOID:1265,CYP3A5
genitourinary cancer,DOID:1265,ABCB1
genitourinary cancer,DOID:1265,TP53
genitourinary cancer,DOID:1265,WNT7A
genitourinary cancer,DOID:1265,ABCG2
genitourinary cancer,DOID:1265,UGT1A1
vestibulocochlear nerve disease,DOID:12657,GJB2
vestibulocochlear nerve disease,DOID:12657,GJB6
paracoccidioidomycosis,DOID:12662,HLA-DQB1
paracoccidioidomycosis,DOID:12662,HLA-DRB1
paracoccidioidomycosis,DOID:12662,IL10
paracoccidioidomycosis,DOID:12662,TNF
hypercalcemia,DOID:12678,ALPL
hypercalcemia,DOID:12678,CALCA
hypercalcemia,DOID:12678,CALCR
hypercalcemia,DOID:12678,CASR
hypercalcemia,DOID:12678,CYP24A1
hypercalcemia,DOID:12678,CYP27B1
hypercalcemia,DOID:12678,IL6
hypercalcemia,DOID:12678,METTL1
hypercalcemia,DOID:12678,TNFRSF11B
hypercalcemia,DOID:12678,PTH
hypercalcemia,DOID:12678,PTHLH
hypercalcemia,DOID:12678,SLC34A1
hypercalcemia,DOID:12678,TNF
hypercalcemia,DOID:12678,VDR
hypercalcemia,DOID:12678,FGF23
hypercalcemia,DOID:12678,TNFSF11
hypercalcemia,DOID:12678,KL
hypercalcemia,DOID:12678,PTHR1
hypercalcemia,DOID:12678,TNFRSF11B
nephrocalcinosis,DOID:12679,CLCN5
nephrocalcinosis,DOID:12679,PHEX
nephrocalcinosis,DOID:12679,POMC
nephrocalcinosis,DOID:12679,SLC26A1
vestibular neuronitis,DOID:12683,RNR1
acoustic neuroma,DOID:12689,PARP1
acoustic neuroma,DOID:12689,APEX1
acoustic neuroma,DOID:12689,CCND1
acoustic neuroma,DOID:12689,CASP8
acoustic neuroma,DOID:12689,CCNH
acoustic neuroma,DOID:12689,CDKN1A
acoustic neuroma,DOID:12689,CDKN1B
acoustic neuroma,DOID:12689,CDKN2A
acoustic neuroma,DOID:12689,CHEK1
acoustic neuroma,DOID:12689,CYP1A1
acoustic neuroma,DOID:12689,CYP1B1
acoustic neuroma,DOID:12689,CYP2E1
acoustic neuroma,DOID:12689,NQO1
acoustic neuroma,DOID:12689,EGFR
acoustic neuroma,DOID:12689,EPHX1
acoustic neuroma,DOID:12689,ERBB2
acoustic neuroma,DOID:12689,ERCC2
acoustic neuroma,DOID:12689,ERCC4
acoustic neuroma,DOID:12689,ERCC5
acoustic neuroma,DOID:12689,GFAP
acoustic neuroma,DOID:12689,GSTM3
acoustic neuroma,DOID:12689,LIG1
acoustic neuroma,DOID:12689,LIG4
acoustic neuroma,DOID:12689,MDM2
acoustic neuroma,DOID:12689,MGMT
acoustic neuroma,DOID:12689,MSH2
acoustic neuroma,DOID:12689,MUTYH
acoustic neuroma,DOID:12689,NBN
acoustic neuroma,DOID:12689,NF2
acoustic neuroma,DOID:12689,OGG1
acoustic neuroma,DOID:12689,PCNA
acoustic neuroma,DOID:12689,POLB
acoustic neuroma,DOID:12689,PTEN
acoustic neuroma,DOID:12689,RAC1
acoustic neuroma,DOID:12689,RAD23B
acoustic neuroma,DOID:12689,RAD51
acoustic neuroma,DOID:12689,RAD52
acoustic neuroma,DOID:12689,RB1
acoustic neuroma,DOID:12689,TP53
acoustic neuroma,DOID:12689,XPC
acoustic neuroma,DOID:12689,XRCC1
acoustic neuroma,DOID:12689,XRCC2
acoustic neuroma,DOID:12689,XRCC3
acoustic neuroma,DOID:12689,XRCC4
acoustic neuroma,DOID:12689,HGS
acoustic neuroma,DOID:12689,RASSF1
acoustic neuroma,DOID:12689,CHEK2
acoustic neuroma,DOID:12689,GLTSCR1
acoustic neuroma,DOID:12689,ZNF350
acoustic neuroma,DOID:12689,BRIP1
locked-in syndrome,DOID:12697,PMP22
gynecomastia,DOID:12698,AR
gynecomastia,DOID:12698,CYP19A1
gynecomastia,DOID:12698,LHCGR
gynecomastia,DOID:12698,PRL
leiomyoma,DOID:127,ACP1
leiomyoma,DOID:127,PARP1
leiomyoma,DOID:127,ALDH1A1
leiomyoma,DOID:127,ANGPT1
leiomyoma,DOID:127,ANGPT2
leiomyoma,DOID:127,AR
leiomyoma,DOID:127,BAK1
leiomyoma,DOID:127,BAX
leiomyoma,DOID:127,CCND1
leiomyoma,DOID:127,BCL2
leiomyoma,DOID:127,CDH1
leiomyoma,DOID:127,CDKN1A
leiomyoma,DOID:127,CDKN2A
leiomyoma,DOID:127,COMT
leiomyoma,DOID:127,CTGF
leiomyoma,DOID:127,CYP1A1
leiomyoma,DOID:127,CYP1B1
leiomyoma,DOID:127,CYP17A1
leiomyoma,DOID:127,CYP19A1
leiomyoma,DOID:127,ACE
leiomyoma,DOID:127,DRD1
leiomyoma,DOID:127,DRD2
leiomyoma,DOID:127,EGF
leiomyoma,DOID:127,EGFR
leiomyoma,DOID:127,EGR1
leiomyoma,DOID:127,ERCC2
leiomyoma,DOID:127,ESR1
leiomyoma,DOID:127,ESR2
leiomyoma,DOID:127,ETS1
leiomyoma,DOID:127,FBLN1
leiomyoma,DOID:127,FGF2
leiomyoma,DOID:127,FH
leiomyoma,DOID:127,GLI1
leiomyoma,DOID:127,NR3C1
leiomyoma,DOID:127,GSTM1
leiomyoma,DOID:127,HFE
leiomyoma,DOID:127,IGF1
leiomyoma,DOID:127,IGF1R
leiomyoma,DOID:127,IGF2
leiomyoma,DOID:127,IL1B
leiomyoma,DOID:127,IL1RN
leiomyoma,DOID:127,IL2
leiomyoma,DOID:127,IL4
leiomyoma,DOID:127,IL6
leiomyoma,DOID:127,IL8
leiomyoma,DOID:127,IL12RB1
leiomyoma,DOID:127,IL18
leiomyoma,DOID:127,KRAS
leiomyoma,DOID:127,L1CAM
leiomyoma,DOID:127,MMP1
leiomyoma,DOID:127,MMP2
leiomyoma,DOID:127,MMP9
leiomyoma,DOID:127,MPO
leiomyoma,DOID:127,OGG1
leiomyoma,DOID:127,PAEP
leiomyoma,DOID:127,PCNA
leiomyoma,DOID:127,PGR
leiomyoma,DOID:127,PPARG
leiomyoma,DOID:127,RBP1
leiomyoma,DOID:127,RXRA
leiomyoma,DOID:127,S100A4
leiomyoma,DOID:127,SFRP1
leiomyoma,DOID:127,SHH
leiomyoma,DOID:127,TIE1
leiomyoma,DOID:127,TNF
leiomyoma,DOID:127,TP53
leiomyoma,DOID:127,TSC2
leiomyoma,DOID:127,VEGFA
leiomyoma,DOID:127,XPA
leiomyoma,DOID:127,XRCC1
leiomyoma,DOID:127,XRCC4
leiomyoma,DOID:127,HMGA2
leiomyoma,DOID:127,PTTG1
leiomyoma,DOID:127,ABI2
leiomyoma,DOID:127,FERMT2
leiomyoma,DOID:127,PDGFC
leiomyoma,DOID:127,WNT5B
leiomyoma,DOID:127,MIRLET7A1
hereditary hemorrhagic telangiectasia,DOID:1270,ACVRL1
hereditary hemorrhagic telangiectasia,DOID:1270,BMPR1A
hereditary hemorrhagic telangiectasia,DOID:1270,BMPR2
hereditary hemorrhagic telangiectasia,DOID:1270,ENG
hereditary hemorrhagic telangiectasia,DOID:1270,F8
hereditary hemorrhagic telangiectasia,DOID:1270,SMAD4
hyperprolactinemia,DOID:12700,DRD2
hyperprolactinemia,DOID:12700,GAD1
hyperprolactinemia,DOID:12700,GNRH1
hyperprolactinemia,DOID:12700,LHB
hyperprolactinemia,DOID:12700,PGR
hyperprolactinemia,DOID:12700,PRL
ataxia telangiectasia,DOID:12704,AKT1
ataxia telangiectasia,DOID:12704,ATM
ataxia telangiectasia,DOID:12704,ATR
ataxia telangiectasia,DOID:12704,BCL6
ataxia telangiectasia,DOID:12704,CFB
ataxia telangiectasia,DOID:12704,BMI1
ataxia telangiectasia,DOID:12704,BRCA1
ataxia telangiectasia,DOID:12704,BRCA2
ataxia telangiectasia,DOID:12704,CASP3
ataxia telangiectasia,DOID:12704,CDKN1A
ataxia telangiectasia,DOID:12704,E2F1
ataxia telangiectasia,DOID:12704,E2F3
ataxia telangiectasia,DOID:12704,FMR1
ataxia telangiectasia,DOID:12704,CFH
ataxia telangiectasia,DOID:12704,HPRT1
ataxia telangiectasia,DOID:12704,MCM2
ataxia telangiectasia,DOID:12704,MCM3
ataxia telangiectasia,DOID:12704,MCM7
ataxia telangiectasia,DOID:12704,MLH1
ataxia telangiectasia,DOID:12704,MRE11A
ataxia telangiectasia,DOID:12704,NBN
ataxia telangiectasia,DOID:12704,PLK1
ataxia telangiectasia,DOID:12704,PMS1
ataxia telangiectasia,DOID:12704,PMS2
ataxia telangiectasia,DOID:12704,UPF1
ataxia telangiectasia,DOID:12704,RPS6KA3
ataxia telangiectasia,DOID:12704,SUMO1
ataxia telangiectasia,DOID:12704,DCLRE1C
Friedreich ataxia,DOID:12705,AR
Friedreich ataxia,DOID:12705,DMPK
Friedreich ataxia,DOID:12705,ATN1
Friedreich ataxia,DOID:12705,FXN
Friedreich ataxia,DOID:12705,FRDA2
Friedreich ataxia,DOID:12705,FRAXA
Friedreich ataxia,DOID:12705,ATXN3
Friedreich ataxia,DOID:12705,POLG
Friedreich ataxia,DOID:12705,ATXN1
Friedreich ataxia,DOID:12705,FRDA
Friedreich ataxia,DOID:12705,HD
myoclonic cerebellar dyssynergia,DOID:12707,ATN1
myoclonic cerebellar dyssynergia,DOID:12707,TBP
myoclonic cerebellar dyssynergia,DOID:12707,JPH3
capillary disease,DOID:1271,CD14
capillary disease,DOID:1271,CRP
capillary disease,DOID:1271,EDN1
capillary disease,DOID:1271,EDNRA
capillary disease,DOID:1271,MMP2
capillary disease,DOID:1271,VEGFA
nephronophthisis,DOID:12712,NPHP1
nephronophthisis,DOID:12712,NPHP3
nephronophthisis,DOID:12712,INVS
nephronophthisis,DOID:12712,GLIS2
nephronophthisis,DOID:12712,TMEM67
nephronophthisis,DOID:12712,NPHP4
medullary sponge kidney,DOID:12713,RET
Ellis-Van Creveld syndrome,DOID:12714,EVC
Ellis-Van Creveld syndrome,DOID:12714,EVC2
infectious myositis,DOID:12715,IGHG1
infectious myositis,DOID:12715,IGHG2
infectious myositis,DOID:12715,IGKC
infectious myositis,DOID:12715,IL1RN
newborn respiratory distress syndrome,DOID:12716,ABCA3
newborn respiratory distress syndrome,DOID:12716,ADRB2
newborn respiratory distress syndrome,DOID:12716,ACE
newborn respiratory distress syndrome,DOID:12716,F2RL1
newborn respiratory distress syndrome,DOID:12716,GPR1
newborn respiratory distress syndrome,DOID:12716,NR3C1
newborn respiratory distress syndrome,DOID:12716,GSTM1
newborn respiratory distress syndrome,DOID:12716,GSTP1
newborn respiratory distress syndrome,DOID:12716,GSTT1
newborn respiratory distress syndrome,DOID:12716,TNC
newborn respiratory distress syndrome,DOID:12716,IFNG
newborn respiratory distress syndrome,DOID:12716,IL1A
newborn respiratory distress syndrome,DOID:12716,IL8
newborn respiratory distress syndrome,DOID:12716,IL10
newborn respiratory distress syndrome,DOID:12716,IL12A
newborn respiratory distress syndrome,DOID:12716,MBL2
newborn respiratory distress syndrome,DOID:12716,MMP9
newborn respiratory distress syndrome,DOID:12716,NOS3
newborn respiratory distress syndrome,DOID:12716,ABCB1
newborn respiratory distress syndrome,DOID:12716,SFTPB
newborn respiratory distress syndrome,DOID:12716,SFTPC
newborn respiratory distress syndrome,DOID:12716,SFTPD
newborn respiratory distress syndrome,DOID:12716,TNF
newborn respiratory distress syndrome,DOID:12716,TNNT2
newborn respiratory distress syndrome,DOID:12716,MEGF10
newborn respiratory distress syndrome,DOID:12716,NPSR1
newborn respiratory distress syndrome,DOID:12716,SFTPA1
newborn respiratory distress syndrome,DOID:12716,SFTPA2
newborn respiratory distress syndrome,DOID:12716,SFTPA1B
newborn respiratory distress syndrome,DOID:12716,SFTPA2B
telangiectasis,DOID:1272,GSTP1
cerebral atherosclerosis,DOID:12720,IL1A
multiple epiphyseal dysplasia,DOID:12721,BCL2
multiple epiphyseal dysplasia,DOID:12721,COL1A1
multiple epiphyseal dysplasia,DOID:12721,COL2A1
multiple epiphyseal dysplasia,DOID:12721,COL9A1
multiple epiphyseal dysplasia,DOID:12721,COL9A2
multiple epiphyseal dysplasia,DOID:12721,COL9A3
multiple epiphyseal dysplasia,DOID:12721,COL11A1
multiple epiphyseal dysplasia,DOID:12721,COL11A2
multiple epiphyseal dysplasia,DOID:12721,COMP
multiple epiphyseal dysplasia,DOID:12721,SLC26A2
multiple epiphyseal dysplasia,DOID:12721,FGFR3
multiple epiphyseal dysplasia,DOID:12721,FLNA
multiple epiphyseal dysplasia,DOID:12721,FLT1
multiple epiphyseal dysplasia,DOID:12721,GLB1
multiple epiphyseal dysplasia,DOID:12721,HSPG2
multiple epiphyseal dysplasia,DOID:12721,KDR
multiple epiphyseal dysplasia,DOID:12721,MATN3
multiple epiphyseal dysplasia,DOID:12721,MB
multiple epiphyseal dysplasia,DOID:12721,ADAMTSL2
multiple epiphyseal dysplasia,DOID:12721,DLL3
multiple epiphyseal dysplasia,DOID:12721,SOST
multiple epiphyseal dysplasia,DOID:12721,TRPV4
liver metastasis,DOID:12722,ACTA1
liver metastasis,DOID:12722,ADAM10
liver metastasis,DOID:12722,APAF1
liver metastasis,DOID:12722,APEX1
liver metastasis,DOID:12722,ARG1
liver metastasis,DOID:12722,CHGA
liver metastasis,DOID:12722,CTNNA1
liver metastasis,DOID:12722,CTNNB1
liver metastasis,DOID:12722,TYMP
liver metastasis,DOID:12722,EGFR
liver metastasis,DOID:12722,ERBB2
liver metastasis,DOID:12722,F3
liver metastasis,DOID:12722,GCG
liver metastasis,DOID:12722,ONECUT1
liver metastasis,DOID:12722,IFNB1
liver metastasis,DOID:12722,IGF1R
liver metastasis,DOID:12722,IL1A
liver metastasis,DOID:12722,IL6
liver metastasis,DOID:12722,IL8
liver metastasis,DOID:12722,ITGA6
liver metastasis,DOID:12722,ITGA1
liver metastasis,DOID:12722,ITGAV
liver metastasis,DOID:12722,ITGB3
liver metastasis,DOID:12722,KIT
liver metastasis,DOID:12722,L1CAM
liver metastasis,DOID:12722,TACSTD2
liver metastasis,DOID:12722,SMAD4
liver metastasis,DOID:12722,MDM2
liver metastasis,DOID:12722,MET
liver metastasis,DOID:12722,MGMT
liver metastasis,DOID:12722,MMP2
liver metastasis,DOID:12722,MMP7
liver metastasis,DOID:12722,MMP9
liver metastasis,DOID:12722,PCNA
liver metastasis,DOID:12722,PCSK1
liver metastasis,DOID:12722,PCSK2
liver metastasis,DOID:12722,CCL20
liver metastasis,DOID:12722,SLC2A1
liver metastasis,DOID:12722,TIMP1
liver metastasis,DOID:12722,TJP1
liver metastasis,DOID:12722,HSP90B1
liver metastasis,DOID:12722,TXN
liver metastasis,DOID:12722,VEGFA
liver metastasis,DOID:12722,ACTR2
liver metastasis,DOID:12722,WASF2
liver metastasis,DOID:12722,UBE2C
liver metastasis,DOID:12722,PTP4A3
respiratory syncytial virus infectious disease,DOID:1273,ADRB2
respiratory syncytial virus infectious disease,DOID:1273,ALOX5
respiratory syncytial virus infectious disease,DOID:1273,ARG1
respiratory syncytial virus infectious disease,DOID:1273,C3
respiratory syncytial virus infectious disease,DOID:1273,C5
respiratory syncytial virus infectious disease,DOID:1273,CASP1
respiratory syncytial virus infectious disease,DOID:1273,CD14
respiratory syncytial virus infectious disease,DOID:1273,CD28
respiratory syncytial virus infectious disease,DOID:1273,CD80
respiratory syncytial virus infectious disease,DOID:1273,CD86
respiratory syncytial virus infectious disease,DOID:1273,CD40
respiratory syncytial virus infectious disease,DOID:1273,CD40LG
respiratory syncytial virus infectious disease,DOID:1273,CDH1
respiratory syncytial virus infectious disease,DOID:1273,CHUK
respiratory syncytial virus infectious disease,DOID:1273,CCR3
respiratory syncytial virus infectious disease,DOID:1273,CCR5
respiratory syncytial virus infectious disease,DOID:1273,CSF2
respiratory syncytial virus infectious disease,DOID:1273,CSF3
respiratory syncytial virus infectious disease,DOID:1273,CSF3R
respiratory syncytial virus infectious disease,DOID:1273,CTLA4
respiratory syncytial virus infectious disease,DOID:1273,CX3CR1
respiratory syncytial virus infectious disease,DOID:1273,CYBA
respiratory syncytial virus infectious disease,DOID:1273,EDN1
respiratory syncytial virus infectious disease,DOID:1273,FCER1A
respiratory syncytial virus infectious disease,DOID:1273,MS4A2
respiratory syncytial virus infectious disease,DOID:1273,FCER2
respiratory syncytial virus infectious disease,DOID:1273,FOS
respiratory syncytial virus infectious disease,DOID:1273,GATA3
respiratory syncytial virus infectious disease,DOID:1273,CXCR3
respiratory syncytial virus infectious disease,DOID:1273,NR3C1
respiratory syncytial virus infectious disease,DOID:1273,CXCL1
respiratory syncytial virus infectious disease,DOID:1273,CXCL2
respiratory syncytial virus infectious disease,DOID:1273,CXCL3
respiratory syncytial virus infectious disease,DOID:1273,GZMA
respiratory syncytial virus infectious disease,DOID:1273,GZMB
respiratory syncytial virus infectious disease,DOID:1273,HDC
respiratory syncytial virus infectious disease,DOID:1273,HNMT
respiratory syncytial virus infectious disease,DOID:1273,ICAM1
respiratory syncytial virus infectious disease,DOID:1273,IFI27
respiratory syncytial virus infectious disease,DOID:1273,IFNA1
respiratory syncytial virus infectious disease,DOID:1273,IFNA2
respiratory syncytial virus infectious disease,DOID:1273,IFNA5
respiratory syncytial virus infectious disease,DOID:1273,IFNA6
respiratory syncytial virus infectious disease,DOID:1273,IFNA8
respiratory syncytial virus infectious disease,DOID:1273,IFNA13
respiratory syncytial virus infectious disease,DOID:1273,IFNA14
respiratory syncytial virus infectious disease,DOID:1273,IFNAR1
respiratory syncytial virus infectious disease,DOID:1273,IFNAR2
respiratory syncytial virus infectious disease,DOID:1273,IFNG
respiratory syncytial virus infectious disease,DOID:1273,IFNGR1
respiratory syncytial virus infectious disease,DOID:1273,IFNGR2
respiratory syncytial virus infectious disease,DOID:1273,IKBKB
respiratory syncytial virus infectious disease,DOID:1273,IL1A
respiratory syncytial virus infectious disease,DOID:1273,IL1B
respiratory syncytial virus infectious disease,DOID:1273,IL1R1
respiratory syncytial virus infectious disease,DOID:1273,IL1RN
respiratory syncytial virus infectious disease,DOID:1273,IL2
respiratory syncytial virus infectious disease,DOID:1273,IL2RA
respiratory syncytial virus infectious disease,DOID:1273,IL2RB
respiratory syncytial virus infectious disease,DOID:1273,IL2RG
respiratory syncytial virus infectious disease,DOID:1273,IL3
respiratory syncytial virus infectious disease,DOID:1273,IL4
respiratory syncytial virus infectious disease,DOID:1273,IL4R
respiratory syncytial virus infectious disease,DOID:1273,IL5
respiratory syncytial virus infectious disease,DOID:1273,IL5RA
respiratory syncytial virus infectious disease,DOID:1273,IL6
respiratory syncytial virus infectious disease,DOID:1273,IL6R
respiratory syncytial virus infectious disease,DOID:1273,IL7
respiratory syncytial virus infectious disease,DOID:1273,IL8
respiratory syncytial virus infectious disease,DOID:1273,IL9
respiratory syncytial virus infectious disease,DOID:1273,IL9R
respiratory syncytial virus infectious disease,DOID:1273,IL10
respiratory syncytial virus infectious disease,DOID:1273,IL10RA
respiratory syncytial virus infectious disease,DOID:1273,IL10RB
respiratory syncytial virus infectious disease,DOID:1273,IL11
respiratory syncytial virus infectious disease,DOID:1273,IL12A
respiratory syncytial virus infectious disease,DOID:1273,IL12B
respiratory syncytial virus infectious disease,DOID:1273,IL12RB1
respiratory syncytial virus infectious disease,DOID:1273,IL12RB2
respiratory syncytial virus infectious disease,DOID:1273,IL13
respiratory syncytial virus infectious disease,DOID:1273,IL13RA1
respiratory syncytial virus infectious disease,DOID:1273,IL13RA2
respiratory syncytial virus infectious disease,DOID:1273,IL15
respiratory syncytial virus infectious disease,DOID:1273,IL15RA
respiratory syncytial virus infectious disease,DOID:1273,IL16
respiratory syncytial virus infectious disease,DOID:1273,IL17A
respiratory syncytial virus infectious disease,DOID:1273,IL18
respiratory syncytial virus infectious disease,DOID:1273,IRF1
respiratory syncytial virus infectious disease,DOID:1273,IRF3
respiratory syncytial virus infectious disease,DOID:1273,IRF5
respiratory syncytial virus infectious disease,DOID:1273,ITGB2
respiratory syncytial virus infectious disease,DOID:1273,JAK1
respiratory syncytial virus infectious disease,DOID:1273,JAK2
respiratory syncytial virus infectious disease,DOID:1273,JUN
respiratory syncytial virus infectious disease,DOID:1273,LTA
respiratory syncytial virus infectious disease,DOID:1273,LTF
respiratory syncytial virus infectious disease,DOID:1273,MBL2
respiratory syncytial virus infectious disease,DOID:1273,CXCL9
respiratory syncytial virus infectious disease,DOID:1273,MMP9
respiratory syncytial virus infectious disease,DOID:1273,MUC1
respiratory syncytial virus infectious disease,DOID:1273,MUC2
respiratory syncytial virus infectious disease,DOID:1273,MUC4
respiratory syncytial virus infectious disease,DOID:1273,MUC5AC
respiratory syncytial virus infectious disease,DOID:1273,MUC7
respiratory syncytial virus infectious disease,DOID:1273,NCF2
respiratory syncytial virus infectious disease,DOID:1273,NFKB2
respiratory syncytial virus infectious disease,DOID:1273,NFKBIA
respiratory syncytial virus infectious disease,DOID:1273,NGF
respiratory syncytial virus infectious disease,DOID:1273,NGFR
respiratory syncytial virus infectious disease,DOID:1273,NOS1
respiratory syncytial virus infectious disease,DOID:1273,NOS2
respiratory syncytial virus infectious disease,DOID:1273,PECAM1
respiratory syncytial virus infectious disease,DOID:1273,PF4
respiratory syncytial virus infectious disease,DOID:1273,PPBP
respiratory syncytial virus infectious disease,DOID:1273,PRF1
respiratory syncytial virus infectious disease,DOID:1273,PSMB8
respiratory syncytial virus infectious disease,DOID:1273,PTGIS
respiratory syncytial virus infectious disease,DOID:1273,PTGS2
respiratory syncytial virus infectious disease,DOID:1273,CCL1
respiratory syncytial virus infectious disease,DOID:1273,CCL2
respiratory syncytial virus infectious disease,DOID:1273,CCL4
respiratory syncytial virus infectious disease,DOID:1273,CCL5
respiratory syncytial virus infectious disease,DOID:1273,CCL7
respiratory syncytial virus infectious disease,DOID:1273,CCL8
respiratory syncytial virus infectious disease,DOID:1273,CCL11
respiratory syncytial virus infectious disease,DOID:1273,CCL13
respiratory syncytial virus infectious disease,DOID:1273,CCL14
respiratory syncytial virus infectious disease,DOID:1273,CCL15
respiratory syncytial virus infectious disease,DOID:1273,CCL16
respiratory syncytial virus infectious disease,DOID:1273,CCL17
respiratory syncytial virus infectious disease,DOID:1273,CCL18
respiratory syncytial virus infectious disease,DOID:1273,CCL19
respiratory syncytial virus infectious disease,DOID:1273,CCL22
respiratory syncytial virus infectious disease,DOID:1273,CCL23
respiratory syncytial virus infectious disease,DOID:1273,CCL24
respiratory syncytial virus infectious disease,DOID:1273,CCL25
respiratory syncytial virus infectious disease,DOID:1273,CXCL6
respiratory syncytial virus infectious disease,DOID:1273,CXCL5
respiratory syncytial virus infectious disease,DOID:1273,SELE
respiratory syncytial virus infectious disease,DOID:1273,SELL
respiratory syncytial virus infectious disease,DOID:1273,SFTPB
respiratory syncytial virus infectious disease,DOID:1273,SFTPC
respiratory syncytial virus infectious disease,DOID:1273,SFTPD
respiratory syncytial virus infectious disease,DOID:1273,SLC22A4
respiratory syncytial virus infectious disease,DOID:1273,SLC22A5
respiratory syncytial virus infectious disease,DOID:1273,STAT1
respiratory syncytial virus infectious disease,DOID:1273,STAT3
respiratory syncytial virus infectious disease,DOID:1273,STAT4
respiratory syncytial virus infectious disease,DOID:1273,STAT5A
respiratory syncytial virus infectious disease,DOID:1273,STAT6
respiratory syncytial virus infectious disease,DOID:1273,TAC1
respiratory syncytial virus infectious disease,DOID:1273,TACR2
respiratory syncytial virus infectious disease,DOID:1273,TACR3
respiratory syncytial virus infectious disease,DOID:1273,TAP1
respiratory syncytial virus infectious disease,DOID:1273,TAP2
respiratory syncytial virus infectious disease,DOID:1273,TGFB1
respiratory syncytial virus infectious disease,DOID:1273,TGFB2
respiratory syncytial virus infectious disease,DOID:1273,TGFBR1
respiratory syncytial virus infectious disease,DOID:1273,TLR1
respiratory syncytial virus infectious disease,DOID:1273,TLR2
respiratory syncytial virus infectious disease,DOID:1273,TLR3
respiratory syncytial virus infectious disease,DOID:1273,TLR4
respiratory syncytial virus infectious disease,DOID:1273,TLR5
respiratory syncytial virus infectious disease,DOID:1273,TNF
respiratory syncytial virus infectious disease,DOID:1273,TNFRSF1A
respiratory syncytial virus infectious disease,DOID:1273,TNFRSF1B
respiratory syncytial virus infectious disease,DOID:1273,TYK2
respiratory syncytial virus infectious disease,DOID:1273,SCGB1A1
respiratory syncytial virus infectious disease,DOID:1273,VCAM1
respiratory syncytial virus infectious disease,DOID:1273,VDR
respiratory syncytial virus infectious disease,DOID:1273,VIP
respiratory syncytial virus infectious disease,DOID:1273,IL1R2
respiratory syncytial virus infectious disease,DOID:1273,IKBKAP
respiratory syncytial virus infectious disease,DOID:1273,PDLIM4
respiratory syncytial virus infectious disease,DOID:1273,IL18R1
respiratory syncytial virus infectious disease,DOID:1273,SOCS2
respiratory syncytial virus infectious disease,DOID:1273,P4HA2
respiratory syncytial virus infectious disease,DOID:1273,SOCS3
respiratory syncytial virus infectious disease,DOID:1273,IL27RA
respiratory syncytial virus infectious disease,DOID:1273,CXCL14
respiratory syncytial virus infectious disease,DOID:1273,ISG15
respiratory syncytial virus infectious disease,DOID:1273,RAD50
respiratory syncytial virus infectious disease,DOID:1273,TLR6
respiratory syncytial virus infectious disease,DOID:1273,CCL26
respiratory syncytial virus infectious disease,DOID:1273,IRF9
respiratory syncytial virus infectious disease,DOID:1273,IFI44
respiratory syncytial virus infectious disease,DOID:1273,CXCL13
respiratory syncytial virus infectious disease,DOID:1273,GNLY
respiratory syncytial virus infectious disease,DOID:1273,CYSLTR1
respiratory syncytial virus infectious disease,DOID:1273,CCL27
respiratory syncytial virus infectious disease,DOID:1273,IL24
respiratory syncytial virus infectious disease,DOID:1273,IL17RA
respiratory syncytial virus infectious disease,DOID:1273,HAVCR1
respiratory syncytial virus infectious disease,DOID:1273,CHIA
respiratory syncytial virus infectious disease,DOID:1273,IL19
respiratory syncytial virus infectious disease,DOID:1273,TBX21
respiratory syncytial virus infectious disease,DOID:1273,CD209
respiratory syncytial virus infectious disease,DOID:1273,IL20
respiratory syncytial virus infectious disease,DOID:1273,IL22
respiratory syncytial virus infectious disease,DOID:1273,FOXP3
respiratory syncytial virus infectious disease,DOID:1273,PHF11
respiratory syncytial virus infectious disease,DOID:1273,IRAK4
respiratory syncytial virus infectious disease,DOID:1273,TLR7
respiratory syncytial virus infectious disease,DOID:1273,TLR8
respiratory syncytial virus infectious disease,DOID:1273,TLR9
respiratory syncytial virus infectious disease,DOID:1273,IL26
respiratory syncytial virus infectious disease,DOID:1273,CCL28
respiratory syncytial virus infectious disease,DOID:1273,DPP10
respiratory syncytial virus infectious disease,DOID:1273,CXCL16
respiratory syncytial virus infectious disease,DOID:1273,IL21
respiratory syncytial virus infectious disease,DOID:1273,NOD2
respiratory syncytial virus infectious disease,DOID:1273,ADAM33
respiratory syncytial virus infectious disease,DOID:1273,TLR10
respiratory syncytial virus infectious disease,DOID:1273,HAVCR2
respiratory syncytial virus infectious disease,DOID:1273,IL23R
respiratory syncytial virus infectious disease,DOID:1273,IL27
respiratory syncytial virus infectious disease,DOID:1273,NPSR1
respiratory syncytial virus infectious disease,DOID:1273,SFTPA1
respiratory syncytial virus infectious disease,DOID:1273,MUC5B
respiratory syncytial virus infectious disease,DOID:1273,CCR2
respiratory syncytial virus infectious disease,DOID:1273,CARD15
respiratory syncytial virus infectious disease,DOID:1273,FLJ78302
respiratory syncytial virus infectious disease,DOID:1273,GPR154
respiratory syncytial virus infectious disease,DOID:1273,IL8RB
respiratory syncytial virus infectious disease,DOID:1273,NGFB
respiratory syncytial virus infectious disease,DOID:1273,NOS2A
